id,name,priceLabel,category,url,imageUrl,isVisible,availability,inventoryLevel,dateModified
858,300KG Panel Cart Trolley,AUD $275.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/300kg-panel-cart-trolley/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/858/images/3829/1_64__20657.1774423911.386.513.jpg?c=2,true,available,0,2026-09-20T14:06:35+00:00
694,Platform Trolley 150kg High Handle & Ultra Silent Wheels,AUD $166.04,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/platform-trolley-150kg-high-handle-ultra-silent-wheels/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/694/images/2283/a__57962.1741843421.386.513.jpg?c=2,true,available,0,2026-09-20T14:02:47+00:00
695,Platform Trolley 300kg High Handle & Ultra Silent Wheels,AUD $199.98,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/platform-trolley-300kg-high-handle-ultra-silent-wheels/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/695/images/2290/A__08849.1741843421.386.513.jpg?c=2,true,available,0,2026-09-20T14:02:49+00:00
696,Platform Trolley 150kg High Handle & Ultra Silent Wheels with Brake,AUD $215.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/platform-trolley-150kg-high-handle-ultra-silent-wheels-with-brake/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/696/images/2298/80341bfac209b377578d5d3b97775dc_clipped_rev_1_1__61491.1741843421.386.513.jpg?c=2,true,available,0,2026-09-20T14:04:59+00:00
785,Industrial Steel Platform Trolley- 900x600mm,AUD $231.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/industrial-steel-platform-trolley-900x600mm/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/785/images/2552/PLALH-03_1__23361.1753946593.386.513.jpg?c=2,true,available,0,2026-09-20T14:05:01+00:00
786,Heavy Duty Warehouse Platform Cart- 1200x800 ,AUD $342.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/heavy-duty-warehouse-platform-cart-1200x800/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/786/images/2553/PLALH-_02___92469.1753948054.386.513.jpg?c=2,true,available,6,2026-09-20T14:05:03+00:00
787,Heavy Duty Warehouse Cage Trolley- Dual Handle with Mesh Sides,AUD $313.50,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/heavy-duty-warehouse-cage-trolley-dual-handle-with-mesh-sides/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/787/images/2555/PLALH-01__23329.1753948734.386.513.jpg?c=2,true,available,0,2026-09-20T14:05:07+00:00
788,Double Layer Utility Trolley- Silent Castors & Dual Handles,AUD $286.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/double-layer-utility-trolley-silent-castors-dual-handles/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/788/images/2556/PLALH-01__63559.1753948837.386.513.jpg?c=2,true,available,0,2026-09-20T14:05:05+00:00
857,600KG Plastic Platform Wire Mesh Trolley,AUD $418.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/600kg-plastic-platform-wire-mesh-trolley/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/857/images/3819/2_66__06089.1774423164.386.513.jpg?c=2,true,available,5,2026-09-20T14:06:37+00:00
640,Removalist Loading Ramp 2.15m x 1.05m Foldable- Heavy Duty,AUD $779.00,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/removalist-loading-ramp-2-15m-x-1-05m-foldable-heavy-duty/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/640/images/1845/A__67875.1741843417.386.513.jpg?c=2,true,available,14,2026-09-20T14:17:19+00:00
641,Truck Loading Ramp 1.8m x 0.77m- 600kg,AUD $712.95,Platform Trolleys & Loading Ramps,https://www.safetysector.com.au/truck-loading-ramp-1-8m-x-0-77m-600kg/,https://cdn11.bigcommerce.com/s-498h0egvgn/products/641/images/1852/A__63856.1701840501.386.513.jpg?c=2,true,available,4,2026-09-20T14:17:16+00:00
